year_month,week_id,city_id,city,gas_id,gas_type,venue_name,gas_price,collected_date
202205,1195,5406,Recife,643,ETANOL HIDRADATO,Norte Braz Ltda,5.78,10/05/2022
202205,1195,5406,Recife,643,ETANOL HIDRADATO,Mb2 Comercio de Combustiveis Ltda,5.79,10/05/2022
202205,1195,5406,Recife,487,GASOLINA COMUM,Braz Combustiveis Eireli,6.99,10/05/2022
202205,1195,5406,Recife,487,GASOLINA COMUM,Campos de Morais Combustiveis Ltda,6.99,11/05/2022
202205,1195,5406,Recife,487,GASOLINA COMUM,Posto Leao da Ilha Ltda,6.99,11/05/2022
202205,1195,5406,Recife,487,GASOLINA COMUM,Posto Capri Comercio de Petroleo Ltda,7.07,11/05/2022
202205,1195,5406,Recife,487,GASOLINA COMUM,Carrefour Comercio e Industria Ltda,7.08,11/05/2022
202205,1195,1347,Fortaleza,487,GASOLINA COMUM,H M A Comercial de Combustiveis Ltda,7.29,10/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,Petro Mix Ltda,7.29,11/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,Posto Leao da Ilha Ltda,7.29,11/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,A. V. Combustiveis Ltda,7.29,10/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,Posto Casa Forte Ltda,7.29,10/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,Posto Apipucos Ltda,7.39,11/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,Mb2 Comercio de Combustiveis Ltda,7.39,10/05/2022
202205,1195,5406,Recife,488,GASOLINA ADITIVADA,Companhia Brasileira de Distribuicao,7.39,11/05/2022
202205,1195,988,Salvador,812,DIESEL S10,Abo Postos de Abastecimento e Servicos Ltda,7.55,10/05/2022
202205,1195,988,Salvador,812,DIESEL S10,Posto de Lubrificação Barbalho Ltda,7.58,09/05/2022
202205,1195,988,Salvador,812,DIESEL S10,Uniposto-servicos de Lavagem e Lubrificacao Ltda,7.58,10/05/2022
202205,1195,988,Salvador,812,DIESEL S10,Auto Posto Vela Branca Ltda,7.59,11/05/2022
202205,1195,988,Salvador,812,DIESEL S10,"Grl Organizacao Revendedora de Combustiveis, Lubrificantes Ltda",7.59,09/05/2022
202205,1195,988,Salvador,487,GASOLINA COMUM,Victoriano Amoedo Lopo,7.62,11/05/2022
202205,1195,988,Salvador,487,GASOLINA COMUM,Posto Kalilandia Ltda,7.66,11/05/2022
202205,1195,988,Salvador,487,GASOLINA COMUM,Jsm Combustiveis Ltda,7.66,09/05/2022
